current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Staff Engineer,Thermo Fisher Scientific,20.2,"Safety Instrumented Systems, SAP Materials Management (SAP MM), Process Automation, Control Systems, Business Transformation, Change Initiatives, Process Rationalization, Predictive Maintenance, Smart Manufacturing, Analytics, ML ops, Data Lakes, Scrum, Large Language Models (LLM), Apache Spark, Data Pipelines, Java, Product Development, Business Development, Amazon Web Services (AWS), DevOps, PyTorch, Software Development, Data Engineering, NoSQL, Convolutional Neural Networks (CNN), Device Integration, Instrument  selection, Data Mining, Distributed Architecture, IT Enabled Business Transformation, Exploratory Data Analysis, Distributed Systems, Extract, Transform, Load (ETL), IoT, Advanced Process Control, Computer Vision, Natural Language Processing (NLP), Big Data Analytics, Control Systems Design, REST APIs, Deep Learning, MongoDB, Artificial Intelligence (AI), Python (Programming Language), Statistical Data Analysis, Machine Learning, Engineering, Project Engineering, Internet of Things (IoT), Data Science, Machine Learning Algorithms, Manufacturing, Strategic Planning",PGP,The University of Texas at Austin,"Natural Language Processing Specialisation, Deploying ML on Embedded Devices, Mathematics for Machine Learning Specialisation",,,India,mlopss
Lead Engineer,Siemens Healthineers,12.3,"DICOM, HL7 Standards, Red Hat Linux",B.S,University of Calcutta,"FHIR Fundamentals, Certified SAFe® Product Owner / Product Manager",Bengaluru,Karnataka,India,mlopss
Junior Software Engineer,UB Technology Innovations (UBTI),12.3,"Linux, Vault, Jenkins, Snowflake, Cloud Services, Business Strategy, Business, Stakeholder Management, Analytical Skills, Query Writing, Business Analysis, Relational Databases, Data Validation, Communication, Data Reporting, Query Languages, Data Extraction, Databricks , Microsoft Fabric, Microsoft Power BI, Presentation Skills, Microsoft Excel, PostgreSQL, Kubeflow, Scikit-Learn, Azure Data Lake, Elasticsearch, Artificial Intelligence (AI), LangChain, BERT (Language Model), Generative AI, TensorFlow, Big Data Analytics, Big Data, Python (Programming Language), Natural Language Processing (NLP), Data Processing, Containerization, Large-scale Data Processing, Data Science, Container Orchestration, Apache, Dashboards, Tableau, Data Build Tool (DBT), Sales and Marketing, Data Warehousing, Extract, Transform, Load (ETL), Data Visualization, SQL, Problem Solving, Algorithms, Data Structures, Azure Databricks, Apache Spark, Kubernetes, Azure DevOps Services, Docker Products, Data Engineering, GitHub action, CICD, Amazon Web Services (AWS), Microsoft Azure, DevOps, Data Analytics, Analytics, Deep Learning, Computer Vision, Entrepreneurship, Management, Working with Investors, Data Analysis, Machine Learning, Management Consulting",Bachelor of Technology - BTech,"National Institute of Technology, Tiruchirappalli",Microsoft Certified: Fabric Data Engineer Associate,Chennai,Tamil Nadu,India,mlopss
Senior AI Developer,Euroland IR,7.1,"AWS Lambda, Amazon Dynamodb, Amazon S3, Object Detection, Optical Character Recognition (OCR), AngularJS, MongoDB, Software Deployment, JS, Hidden Markov Models, Learning Management Systems, JavaScript, PHP, Robot Operating System (ROS), Hardware Support, OpenCV, HD Camera Operation, Lighting Control, docker, Flask, Amazon Web Services (AWS), Artificial Intelligence (AI), Machine Learning, Deep Learning, Mathematics, Shell Scripting, Program Development, Data Visualization, Data Analysis, Data Science, Python (Programming Language), Django, Matlab, TensorFlow, Keras, PyTorch, C++, Recurrent Neural Networks (RNN), pandas, Seaborn, Transfer Learning, Digital Image Processing, Hyperspectral Imaging, Long Short-term Memory (LSTM), Generative Adversarial Network (GAN), Domain Adaptation, SciPy, Matplotlib",Master's degree,Amrita Vishwa Vidyapeetham,"Analyzing Police Activity with pandas, Case Study: School Budgeting with Machine Learning in Python, Cleaning Data in Python, Cluster Analysis in Python, Data Manipulation with pandas, Data Scientist with Python Track, Exploratory Data Analysis in Python, Intermediate Data Visualization with Seaborn, Intermediate Importing Data in Python, Intermediate Python, Introduction to Data Visualization with Matplotlib, Introduction to Data Visualization with Seaborn, Introduction to Importing Data in Python, Introduction to Python, Machine Learning with Tree-Based Models inPython, Merging DataFrames with pandas, Python Data Science Toolbox (Part 1), Python Data Science Toolbox (Part 2), Statistical Thinking in Python (Part 1), Statistical Thinking in Python (Part 2), Supervised Learning with scikit-learn, Unsupervised Learning in Python, Working with Dates and Times in Python",Chennai,Tamil Nadu,India,mlopss
Senior Machine Learning Engineer - Global AI Accelerator Team,Ericsson,16.4,"Neural Networks, Convolutional Neural Networks (CNN), Time Series Forecasting, Causal Inference, Cluster Analysis, Time Series Analysis, Anomaly Detection, Knowledge Graphs, Deep Learning, Microservices, Flask, Google Gemini, Large Language Models (LLM), Statistical Analysis, Machine Learning Algorithms, Big Data, Technical Leadership, Sagemaker Machine Learning Pipelines, GCP Dataproc, Amazon Elastic MapReduce (EMR), AWS SageMaker, Kubeflow, Vertex AI, Google Cloud Platform (GCP), Dask, FastAPI, Spring Boot, Java, Apache Spark, Data Pipelines, Extract, Transform, Load (ETL), Core Java, Hadoop, HBase, Apache Drill, MapReduce, Apache Oozie, Spring, MySQL, Oracle, Apache Spark Streaming, pyspark, Python (Programming Language), Scala, J2EE Application Development, Apache Kafka, Yarn, Data Engineering, animejs, Argo, kubernetes, python, Vertica, MLOps, pandas, NumPy",Bachelor of Technology (B.Tech.),"T J Institute of Technology, Anna university"," Crash Course in Causality: Inferring Causal Effects from Observational Data, Neo4j Certified Professional - Graph Database, Machine Learning Engineering for Production (MLOps) Specialization, Deep Learning - Sequence Models, Deep Learning Specialization, Convolutional Neural Networks, Mathematics for Machine Learning: Multivariate Calculus, Data Visualization with Python, Deep Learning - Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization, Neural Networks and Deep Learning, Matrix Algebra for Engineers, Data Structures, Algorithmic Toolbox, Machine learning",Chennai,Tamil Nadu,India,mlopss
Engineering Manager,Rakuten,15.4,"Leading Development Teams, Deep Learning, Data Mining, Statistical Data Analysis, MLOps, Agile Application Development, People Management, Elastic Stack (ELK), OpenAI Products, Large Language Models (LLM), Large Language Model Operations (LLMOps), Amazon Web Services (AWS), Cassandra, Milvus, Google Cloud Platform (GCP), Go (Programming Language), Prompt Engineering, Python (Programming Language), Software as a Service (SaaS), Generative Adversarial Networks (GANs), Computer Vision, Natural Language Processing (NLP), Machine Learning, Generative AI, SQL, Java, Architectural Design, Agile Methodologies, Software Development, E-commerce, Continuous Integration, Data Structures, Algorithms, Continuous Delivery, AngularJS, JavaScript, HTML, docker, MySQL, Core Java, Spring Boot, Spring MVC, Spring Cloud, MongoDB, Apache Oozie, Apache Flume, Hibernate, JPA, RESTful WebServices, Hadoop, React.js, Microsoft Azure, NoSQL, ElasticSearch, Jenkins, Maven, intelij, Git, Bitbucket, JUnit, Spring Security, Spring Data, Apache Spark, Apache Kafka, Apache ZooKeeper, Apache Solr, Redis, Memcached, Microservices, Hive, Kubernetes, STS, System Integration Testing, Java Enterprise Edition",Master of Technology - MTech (AI/ML),BITS,"Senior Big Data Engineer - SBDE, Microsoft Certified Azure Developer, Rakathon, RpaaS (Rakuten Platform as a service), Oracle Certified Professional, Java SE 7 Programmer II, Advance JavaScript (OO)",Bengaluru,Karnataka,India,mlopss
DevOps Technical Lead,CloudArcOps,9.8,"Azure DevOps Services, Azure DevOps Server, Production Deployment, Microsoft Azure, Amazon Web Services (AWS), Applied Machine Learning, Ansible, Microservices, Terraform, Kubernetes",Bachelor of Technology - BTech,Shivaji University,,Pune,Maharashtra,India,mlopss
"Manager, Marketing Operations and Engineering",Adobe,18.3,"Six Sigma, Artificial Intelligence (AI), Database Management System (DBMS), Statistical Analysis, Product Management, Natural Language Processing (NLP), Data Modeling, Machine Learning, Data Science, Data Analytics, Campaign Operations, Email Marketing, Predictive Analytics, Database Marketing, Unica, E.piphany, VBA, HTML, Microsoft Excel, Predictive Modeling, Analytics, Business Analytics, Segmentation, Marketing Automation, Advanced Excel, Customer Analysis, Campaign Management, SAS programming, Web Analytics, Digital Marketing, Strategy, Databases, Analysis, Demand Generation, Market Intelligence, Management, Marketing, Market Research, Business Intelligence, SQL, Marketing Strategy, Data Analysis, Python (Programming Language), Programming, Microsoft PowerPoint, Presentation Design, C-Level Presentations, Microsoft Power BI, Agile Project Management, Jira, Agile Methodologies, Scrum",Master of Science - MS,Liverpool John Moores University,"Agile Project Management with Jira Cloud: 1 Projects, Boards, and Issues, Agile Project Management with Jira Cloud: 2 Lean and Agile Processes, Agile Project Management with Jira Cloud: 3 Advanced Topics, Atlassian Agile Project Management Professional Certificate, Mistakes to Avoid in Agile Project Management, Relational Database Administration (DBA), Agile Foundations, Scrum: The Basics, Hands-on Introduction to Linux Commands and Shell Scripting, Data Engineering Foundations Specialization, Data Engineering Foundations Specialization, Databases and SQL for Data Science with Python, Python Project for Data Engineering, SQL: A Practical Introduction for Querying Databases, Introduction to Relational Databases (RDBMS), Python for Data Science, AI & Development, Python for Data Science, AI & Development, Capstone: Retrieving, Processing, and Visualizing Data with Python, Python for Everybody Specialization, Python for Everybody Specialization, Using Databases with Python, Using Python to Access Web Data, Python Data Structures, Power BI Essential Training, Programming for Everybody (Getting Started with Python), Team4Teach Fellow, HTML Essential Training, Succeeding in Web Development: Full Stack and Front End, Programming Foundations: Databases, PowerPoint: Designing Better Slides, Presenting to Senior Executives, Programming Foundations: Fundamentals, Adobe Professional – Adobe Campaign Classic Business Practitioner, Executive Post Graduate Programme in Machine Learning & Artificial Intelligence, Six Sigma Green Belt (CSSGB)",Bengaluru,Karnataka,India,mlopss
Senior Associate Consultant,Infosys,5.7,"Computer Science, Analytical Skills, Modeling, Communication, Generative AI, MLOps, TensorFlow, Extract, Transform, Load (ETL), Continuous Integration and Continuous Delivery (CI/CD), Airflow, MLflow, Exploratory Data Analysis, Natural Language Processing (NLP), Feature Engineering, SQL, Statistical Data Analysis, Narrative Reporting, Data Validation, Hyperion EPM, Hyperion Financial Management (HFM), Hyperion Financial Reporting, Hyperion Financial Data Quality Management (FDM), Essbase, Data Engineering, Data Modeling, Data Analysis, Pytesseract, OpenCV, Python (Programming Language), Machine Learning, Deep Learning, Data Visualization, Data Structures, Database Management System (DBMS), Data Science",Postgraduate Degree,International Institute of Information Technology Bangalore,,Chandīgarh,Chandigarh,India,mlopss
Lead Data Scientist,"Qorvo, Inc.",13.8,"Generative AI, Databricks, Apache Spark, JMP, Spotfire, Microsoft Power BI, Databricks Products, Data Visualization, System Deployment, REST APIs, Programming, Retrieval-Augmented Generation (RAG), Go (Programming Language), Parallel Programming, DMA, Applied Machine Learning, GPT-4, Large Language Models (LLM), Financial Analysis, Financial Reporting, Microsoft Excel, Financial Accounting, Algorithmic Trading, Time Series Forecasting, Technical Analysis, Django, FastAPI, Cloud Services, Analytical Skills, Pattern Recognition, Neural Networks, Statistical Concepts, Scripting, Amazon Web Services (AWS), Cloud Computing, HTML5, Statistical Data Analysis, Random Forest, OpenShift, Python (Programming Language), Predictive Modeling, MLOps, Natural Language Processing (NLP), Deep Learning, Tableau, Artificial Intelligence (AI), Data Engineering, Predictive Analytics, Data Analytics, TensorFlow, Kubernetes, Docker, CICD, Robotic Process Automation (RPA), Time Series Analysis, Statistical Modeling, R (Programming Language), Problem Solving, Statistics, Automation, Machine Learning, Data Analysis, Microcontrollers, Robotics, Test Automation, Testing, Characterization, Debugging, FPGA, PCB Design, 3D Printing, Embedded Systems, Python, Tensorflow, SQL, C++, Matlab, Verilog, C, Firmware, HTML, Linux, Data Science, Data Acquisition, NI LabVIEW, Test Stand, ROS, Analog, Cryptocurrency, Hadoop, Signal Integrity",Master of Science (M.Sc.) in Control & Automation,Nanyang Technological University Singapore,"Databricks - Generative AI Fundamentals, Databricks Fundamentals, Dataiku Advanced Designer, Dataiku Core Designer, Dataiku ML Practitioner, Dataiku MLOps Practitioner, Go : The Complete Developer's Guide, The Complete Financial Analyst Course, Algorithmic Trading & Quantitative Analysis Using Python, AWS Certified Cloud Practitioner, Project Management Essentials, Python Programming, AI Platform Explorer, Statistics Bootcamp II, PaaS AI Practitioner (OpenShift RedHat), UiPath RPA Essentials, Predictive Analytics - Insights of Trends and Irregularities, R for Data Science Certification, Advantest V93K SmarTest 8 User Training, SDRAM and Memory Controller Operations (LPDDR4), Robotic Process Automation, Microsoft Excel with VBA, Embedded Systems - Shape the World",Singapore,Central Singapore Community Development Council,Singapore,mlopss
Senior Software Quality Assurance Specialist,First Advantage,13.8,"MLOps, Computer Vision, Large Language Models (LLM), Databases, Programming Languages, Data Driven Testing, Business Requirements, Test Automation, Data Verification, Data Quality, Quality Assurance, Business Insights, Relational Databases, Query Languages, Ad Hoc Analysis, Tableau, Microsoft PowerPoint, Git, Statistical Data Analysis, Jira, VBA Excel, Pivot Tables, Object-Oriented Programming (OOP), High Level Of Accuracy, Object-oriented Languages, Java, Mathematics, Presentations, Excel Formulas, Dashboards, Programming, Statistics, Recommender Systems, Scikit-Learn, PyTorch, Communication, Machine Learning Algorithms, Computer Science, TensorFlow, Thesis, Artificial Intelligence (AI), ML Ops, Statistical Analysis, Data Analytics, Data Science, Datasets, Analytics, NumPy, Pandas, Hypothesis Testing, Core Java, Neural Networks, Recurrent Neural Networks (RNN), Convolutional Neural Networks (CNN), Matplotlib, Microsoft Excel, Data Interpretation, Attention to Detail, Data Models, Data Validation, English, Visualization, Seaborn, Data Modeling, Teamwork, Pattern Recognition, Statistical Concepts, Algorithms, Problem Solving, Microsoft Power BI, Software Quality, Agile Methodologies, Behavior-Driven Development (BDD), Software Quality Assurance, Analytical Skills, EDA, Machine Learning, XGBoost, Python (Programming Language), Data Analysis, Data Pre-processing, Data Manipulation, Data Visualization, Predictive Modeling, Predictive Analytics, Linear Regression, Logistic Regression, Decision Trees, Random Forest, Boosting, k-means clustering, Natural Language Processing (NLP), Business Analysis, Project Management, Requirements Analysis, Management, SQL, Integration, Program Management, Software Project Management",Master's degree,Liverpool John Moores University,Data Analytics and Visualization Job Simulation,Mumbai,Maharashtra,India,mlopss
Associate Software Developer,Cognizant,7.5,"Content Distribution Networks, RDBMS, Google Cloud Dataflow, Continuous Integration and Continuous Delivery (CI/CD), DevOps, SAP ERP, Microsoft SQL Server, Azure Databricks, Google Cloud Platform (GCP), Google Kubernetes Engine (GKE), Amazon EKS, Azure Kubernetes Service (AKS), AWS Lambda, Java, Linux, Linux System Administration, Linux Server, IT Networking, React.js, React Native, Data Warehousing, Databases, Statistical Data Analysis, Python (Programming Language), Django, Pandas (Software), Core Java, JavaScript, Microsoft Excel, Microsoft PowerPoint, Social Media, Time Management",Bachelor of Technology - BTech,"Dr. D. Y. Patil Institute of Engineering & Technology, Pune",,Hyderābād,Telangana,India,mlopss
Machine Learning Engineer,Tata Consultancy Services,9.3,"Djnago, PostgreSQL, Scikit-Learn, Keras, System Integration Testing, Bitbucket, Machine Learning Algorithms, Natural Language Processing (NLP), Gitlab, Docker, TensorFlow, Computer Vision, Deep Learning, Convolutional Neural Networks (CNN), Machine Learning, Artificial Intelligence (AI), Scrum, Quality Assurance, Python (Programming Language), Python, Java, Maven, Postman API, Jenkins, JIRA, Object Detection, Artificial Neural Networks, Selenium WebDriver, Sikuli, Cucumber, OpenCV, MQ, Continuous Integration and Continuous Delivery (CI/CD), Test Automation Framework, Rasa Platform, Rasa, Recurrent Neural Networks (RNN), Long Short-term Memory (LSTM), Django, Django REST Framework",Master of Technology - MTech,National Institute of Technology Karnataka,"DeepLearning.AI TensorFlow Developer, Deep Learning Engineer, Convolutional Neural Networks, Deep Learning Specialization, Sequence Models, Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization, Neural Networks and Deep Learning, Structuring Machine Learning Projects, Machine Learning, Building a Recommendation System with Python Machine Learning & AI, Artificial Intelligence Foundations: Machine Learning, Machine Learning & AI Foundations: Recommendations, Machine Learning & AI Foundations: Value Estimations, Machine Learning & AI Foundations: Decision Trees, Learning Python Generators",Kadapa,Andhra Pradesh,India,mlopss
Lead Engineer,Giant Eagle GCC,12.6,"Machine Learning, Python (Programming Language), Machine Learning Algorithms, Deep Learning, ML Ops, Artificial Intelligence (AI), Gen Ai, Tableau, Microsoft Power BI, Vendor Management, Team Management, Information Technology Infrastructure, Stakeholder Management, Service Levels, Service Delivery Management, Problem Solving, Operational Risk, Customer Service, Sccm, Microsoft Endpoint Configuration Manager, intune, intunewvd, Microsoft Products, System Center Configuration Manager (SCCM), Microsoft Azure, Microsoft Intune, ITIL v3 Foundations Certified, Powershell, SQL",Engineer’s Degree,Krupajal Engineering college,"Azure Fundamentals Az 900, IT Information Library Foundations Certification (ITIL)",Bengaluru,Karnataka,India,mlopss
Specialist Data Sciences,LTIMindtree,8.8,"Azure Cloud Administration, Machine Learning and MLOps, Large language Models and LLMOps, GenAI and AZure Open AI, Python and SQL, Large Language Models (LLM), Azure Open AI, Multivariate Statistics, R (Programming Language), linux, PySpark, Azure Databricks, Azure Data Factory, Alteryx, Deep Learning, Natural Language Processing (NLP), C++, Ethical Hacking, Tableau, Ruby on Rails, Hacking, Python (Programming Language), Scikit-Learn, Keras, C (Programming Language), Knowledge Graphs, Project Implementation, Software Implementation, Software Development, Data Science, Linux, Analytics, Programming Languages, Sybase Products, Shell Scripting, Predictive Modeling, SQL, MySQL, Machine Learning, Statistical Modeling, Predictive Analytics, Data Analysis, Time Series Analysis, Neuro-Linguistic Programming (NLP), Data Visualization, Data Analytics, Business Intelligence (BI), Data Manipulation, TensorFlow",Master of Technology - MTech,PES University," Foundation: Introduction to LangGraph, Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure AI Engineer Associate, Microsoft Certified: Azure AI Fundamentals, Offensive Pen test, Machine Learnig A-Z, Time Series Analysis and Forecasting, Microsoft Certified: Azure AI Engineer Associate, Alteryx Designer Core Certification, Asset Servicing, Ethical Hacking, Fundamentals of Financial Services, Ruby on Rails Developer Course, SAFe 4 Practitioner Certification",Bengaluru,Karnataka,India,mlopss
ML Reviewer,Outlier AI,5.2,"Active DoD Secret Clearance, U.S. Department of Defense, Multiple Project Coordination, Technical Communication, Office 365, Active DoD Secret Clearance , U.S. Department of Defense , Technical Communication , Project Coordination, Microsoft Office 365 , Artificial Intelligence (AI), Windows, Technical Support, Docker Products, Reinforcement Learning, Machine Learning, Microsoft Excel, Bug Tracking, Data Modeling, Keras, Unified Modeling Language (UML), AWS Lambda, DevOps, Amazon Web Services (AWS), Product Demonstration, Amazon S3, Adobe ColdFusion, GitHub, CompTIA, Request for Proposal (RFP), Linux System Administration, Git, Linux, Python (Programming Language), Kubernetes, Identity & Access Management (IAM), C#, Jira, Java, Financial Analysis, Communication, Financial Modeling, Research, Time Management, Team Leadership, Programming, Relational Databases, Mathematica, SQL, Cloud Computing, Software Development Life Cycle (SDLC), Agile Methodologies, Analysis, Troubleshooting, C++, .NET Framework, Creative Problem Solving, Personal Development, Public Speaking",Cloud & DevOps: Continuous Transformation,Massachusetts Institute of Technology,"Overcoming Overwhelm, Certified SAFe® 5 DevOps Practitioner",New York City,New York,United States,mlopss
Client Engagement Manager,eClerx,10.6,"Marketing Technology, Data Analytics, International Business, Client Relations, Microsoft Office, Management, Microsoft Excel, Leadership, Microsoft Word, Microsoft PowerPoint, Public Speaking, PowerPoint, Customer Service, Engineering, AutoCAD, Matlab, Pipeline Construction, ANSYS, Solid Edge, Sales, Teamwork, Business Development, Mechanical Engineering, International Sales, International Marketing, Computer-Aided Design (CAD), Web Analytics, Marketing, Social Media Marketing, Marketing Strategy, Digital Marketing, Market Research, Online Marketing, Product Marketing, Marketing Management, Email Marketing, Water Distribution, Gas Detection",Master of Business Administration - MBA,Symbiosis Institute of International Business,"Digital Analytics for Marketing Professionals: Marketing Analytics in Theory, Marketing Analytics, Lifelong learning",Bengaluru,Karnataka,India,mlopss
Senior Software Engineer - Health Data and AI,Microsoft,15.8,"Generative AI, OpenAI , Python (Programming Language), C#, PyTorch, Machine Learning, DevOps, Microsoft Azure, Natural Language Processing (NLP), SQL, Data Science, GraphQL, Project Management, Graph Databases, Extract, Transform, Load (ETL), Software Quality Assurance, Software Project Management, Operations Management, Data Analysis, Data Warehousing, Data Visualization, Software Development Life Cycle (SDLC), Healthcare Information Technology (HIT), Statistical Modeling, Requirements Analysis, Data Architecture, ML Ops, Statistics, Healthcare, Databases, Relational Databases, Epic, Tableau, R, MongoDB, Transact-SQL (T-SQL), PySpark, NoSQL, Azure Databricks, Azure Devops, git, People Management, Management, Training, Process Improvement, Technical Project Leadership, Healthcare Analytics, Scikit-Learn, JSON_QUERY (Transact-SQL), Data Engineering, Neo4j, Snowflake",Master's degree,University of Denver,"Caboodle Data Warehouse, Epic Clarity",Boulder,Colorado,United States,mlopss
Data Ops engineer-2,Innovaccer,8.2,"ELT (Extract Load Transform), Argocd, RunDeck, PostgreSQL, Cloud Computing, Extract, Transform, Load (ETL), Cloud Storage, Incident Management, Azkaban, Health care data, Data Science, Linux, Web Technologies, HTML, Python (Programming Language), Azure Databricks, Data Analytics, Snowflake, Amazon S3, AQL, SendGrid, Amazon CloudWatch, Tableau, Single Sign-On (SSO), Big Data, Software Troubleshooting, Client Relations, Communication, Client Services, Git, Jira, Dashboards, GitHub, MongoDB, Curl, Aws Iam, Aws ecr, aws app runner, Airflow, PySpark, Technical Support, SAAS platform, Data Collection, Debugging, Problem Solving, Tenacious Work Ethic, Computer Science, Analytical Skills, API Testing, Manual Testing, Freshdesk, Jira Service Desk, Operations Management, Microsoft PowerPoint, RCA, Troubleshooting, Apache Superset, Kibana, Core Java, SQL, Microsoft Excel, C (Programming Language), C++, Grafana, RabbitMQ, Postman, New Relic, Microsoft Office, JSON, API",Bachelor of Technology - BTech,Galgotias University,Getting Started & Data Analysis,Noida,Uttar Pradesh,India,mlopss
Programmer Analyst Trainee,Cognizant,0.6,"Azure Kubernetes Service (AKS), docker, Kubernetes, Terraform, DevOps, Microsoft Azure, Azure DevOps Services, Data, Artificial Intelligence (AI), Kaggle, English, Machine Learning, MySQL, Python (Programming Language)",Bachelor of Technology - BTech,INSTITUTE OF AERONAUTICAL ENGINEERING,"Oracle Cloud Infrastructure 2024 Certified AI Foundations Associate, Oracle Cloud Infrastructure 2024 Certified Foundations Associate, Oracle Cloud Infrastructure 2024 Data Certified Foundations Associate, Microsoft Certified: Azure AI Fundamentals, Basics of Python",Hyderābād,Telangana,India,mlopss
Software Engineer,H2O.ai,12.1,"Databricks, Airflow, MLflow, Data Engineering, PostgreSQL, RDS, Argo, MLOps, Large Language Model Operations (LLMOps), AWS SageMaker, Glue, Snowflake, Extract, Transform, Load (ETL), Tableau, Github actions, Grafana, Google Kubernetes Engine (GKE), Code Review, Production Support, JSON, Containerization, Azure Kubernetes Service (AKS), Azure DevOps Services, Datadog, Amazon Dynamodb, Elastic Stack (ELK), AWS Lambda, Amazon EKS, Amazon ECS, CDK, Google Cloud Platform (GCP), Bash, Domain Name System (DNS), Continuous Integration and Continuous Delivery (CI/CD), Amazon EC2, GitHub, Terraform, Linux, Amazon Web Services (AWS), Python, Docker, Solution Architecture, Continuous Integration, Jenkins, WebSphere, Git, Core Java, DevOps, Bitbucket, Bamboo, Continuous Delivery, Linux System Administration, Maven, Shell Scripting, Ansible, Kubernetes",Bachelor's degree,Gujarat Technological University,"Certified Kubernetes Administrator, AWS Certified Solutions Architect - Associate, Introduction to Programming using Python",Pune,Maharashtra,India,mlopss
Machine Learning Engineer,Tesa Systems,23.4,"Java, C++, Algorithms, Debugging, Design Patterns, English, Linux, Git",Master's degree,Russian - Armenian University,Microsoft Certified: Azure Data Scientist Associate,,,Armenia,mlopss
Data Engineer,Lowe's India,4.0,"Databases, Apache Spark, Hadoop, Vertex AI, MySQL, Google BigQuery, Kubeflow, Extract, Transform, Load (ETL), Google Cloud Dataflow, Apache Kafka, Linux, Google Cloud Platform (GCP), Data Maintenance, Apache Airflow, Big Data Analytics, Advance Analytics, Machine Learning, Big Data, Analytical Skills, C (Programming Language), SQL, Java, Python (Programming Language), R, Microsoft Excel, Microsoft Power BI, MongoDB",Post Graduation Diploma,Centre for Development of Advanced Computing (C-DAC),,,Uttar Pradesh,India,mlopss
Founding Engineer,Stealth AI Startup,11.0,"Python, Machine Learning, Apache Spark, AI Agents, Large Language Models (LLM), MySQL, Airflow, Docker, Kubernetes, Grafana, Feast, Hugging Face, iceberg, presidio, MLflow, Terraform, Redis, Amazon Web Services (AWS), Amazon EC2, Amazon S3, Amazon ECS, AWS Lambda, Amazon Elastic Container Registry (ECR), Amazon CloudWatch, Amazon Relational Database Service (RDS), Amazon Redshift, Google Cloud Platform (GCP), Amazon Dynamodb, AWS Glue, Amazon Athena, Amazon Kinesis, Web Scraping, Data Mining, Data Visualization, Microsoft Power BI, Tableau, MongoDB, PostgreSQL, Microsoft SQL Server, Data robot, Presto, Extract, Transform, Load (ETL), Data Structures, Algorithms, Image Processing, Predictive Modeling, Operations Research, Data Science, Data Engineering, Data Analysis, Requirements Analysis, Microsoft Excel, UAT Coordination, HTML, Natural Language Processing (NLP), Graph Theory, Neural Networks, Market Risk, Derivatives, Equity Valuation",Bachelor of Science - BS,Universiti Tunku Abdul Rahman (UTAR),"DataRobot GenAI Foundations, Google Code Jam 2020
, Shopee Code League 2020, Completed Exam FM (Financial Mathematics)",Kuala Lumpur,Kuala Lumpur,Malaysia,mlopss
AWS Data Engineer ,,3.3,"R, XML, PostgreSQL, Tableau, Amazon EC2, Python (Programming Language), SQL, Amazon Web Services (AWS), JavaScript, Node.js, HTML, Terraform, docker",Master's degree,University of Cincinnati Carl H. Lindner College of Business,,Richmond,California,United States,mlopss
Senior Data Engineer,Digikala,13.3,"ClickHouse, Hive, Apache Druid, Protocol Buffers, kafka-tools, Kafka Streams, kafka-monitor, li-apache-kafka-clients, Mage, Elasticsearch, Apache Spark, Dask, Pandas, Tableau, Sidhi, Kedro, MinION Object Storage Suite, Docker, Docker Products, Apache Superset, CockroachDB, Apisix, Django, Apache Kafka, Elastic Stack (ELK), Oracle SQL Developer, Microsoft Office, Customer Service, Microsoft Excel, Management, Microsoft Word, PowerPoint, Public Speaking, Research, Project Management, Leadership, FPGA, Protel, Matlab, Digital Image Processing, Photoshop, Corel Draw, Atmel AVR, LabVIEW, SolidWorks",Bachelor's degree,Islamic Azad University,,Tehran,Tehran,Iran,mlopss
Data Engineer,Moniepoint Group,11.4,"Generative AI, Artificial Intelligence (AI), DevOps, Data Engineering, ML deployment, Marketing Analytics, Growth Strategies, Growth Hacking, Google Cloud Platform (GCP), Data Modeling, Data Pipelines, Data workflow orchestration, Pipeline scheduling, Data Visualization, Logistic Regression, Business Development, Content Strategy, Web Content Writing, Content Marketing, Email Marketing, Python (Programming Language), SQL, Machine Learning, Natural Language Processing (NLP), Research, Team Management, Teamwork, Digital Marketing, People Management, Competitive Analysis, Time Management, Web Development, Microsoft Office, Management, Leadership, Project Management, Presentation Skills, Data Analysis, Problem Solving, Interpersonal Skills, Decision-Making, Customer Service, Interpersonal Communication, Creative Problem Solving, Supervisory Skills, Sales, Analytical Skills, data preprocessing ",Bachelor of Science - BS,Covenant University,"Advanced Generative AI: Deep Dive, Advanced MLOps on Google Cloud, GTAP Lite Growth Marketing, Astronomer Certification for Apache Airflow Fundamentals, Introduction to Data Analytics for business , The Data Science Course 2020: The Complete Data Science Boot camp",Lagos,Lagos,Nigeria,mlopss
Technical Architect,ClearDemand,23.2,"Java Enterprise Edition, Architecture, Hibernate, Web Services, Spring, Scala, XML, SOA, Struts, Agile Methodologies, Java, Architectures, Servlets, J2EE Application Development, Spring Framework, Tomcat, SDLC, JSP, OSGi, OAuth, REST, Node.js, PhoneGap, AngularJS, Service-Oriented Architecture (SOA), Software Development Life Cycle (SDLC), nodejs, RabbitMQ, Redis, JavaScript, Object-Oriented Programming (OOP), React.js, reactjs",Master’s Degree,"Birla Institute of Technology & Science, Pilani","shaping-up-with-angular-js, Functional Programming Principles in Scala",Chennai,Tamil Nadu,India,mlopss
